Income,Essentials,Lifestyle,Loan,TotalExpenses,Savings,Overspending
6181,3029,1896,304,5229,952,1
7888,3842,1351,2001,7194,694,1
13992,6493,1436,1853,9782,4210,0
4979,2984,1435,23,4442,537,1
13419,7348,3765,146,11259,2160,1
11620,7031,3052,2561,12644,-1024,1
6498,2672,1652,1471,5795,703,1
7933,5375,2312,515,8202,-269,1
11417,7528,2850,2210,12588,-1171,1
14579,8104,5382,4008,17494,-2915,1
12470,5604,3994,538,10136,2334,1
13884,5861,3700,194,9755,4129,0
9483,5591,1249,2179,9019,464,1
8971,5582,1805,53,7440,1531,1
12572,5367,1856,3140,10363,2209,1
6002,2930,1151,686,4767,1235,0
7751,3130,1044,1655,5829,1922,0
7041,2932,759,1859,5550,1491,0
8565,4877,2463,710,8050,515,1
10395,5847,2117,1838,9802,593,1
7764,3870,901,1224,5995,1769,0
13438,7484,3285,3644,14413,-975,1
10032,5006,1628,1386,8020,2012,0
13379,6272,2694,3272,12238,1141,1
14572,6220,5550,2480,14250,322,1
6665,2962,931,1631,5524,1141,1
10126,5774,2082,1102,8958,1168,1
6996,3677,2337,1853,7867,-871,1
10279,6976,2066,353,9395,884,1
11203,5753,2067,765,8585,2618,0
12704,5598,2415,3133,11146,1558,1
4480,2388,904,1090,4382,98,1
11563,6864,1938,2104,10906,657,1
13017,5237,3848,1173,10258,2759,0
10202,4929,3484,1029,9442,760,1
6346,4200,1073,1345,6618,-272,1
8314,5203,2504,336,8043,271,1
9753,4307,2283,1290,7880,1873,1
13899,7100,5422,876,13398,501,1
9225,4592,2961,621,8174,1051,1
11873,7747,3800,3366,14913,-3040,1
7788,4759,1958,1561,8278,-490,1
11046,4566,1208,2698,8472,2574,0
12582,6513,1543,1082,9138,3444,0
6641,4158,1905,1044,7107,-466,1
12708,6518,4478,826,11822,886,1
10414,6200,3291,1313,10804,-390,1
10781,4340,1634,1556,7530,3251,0
7721,5248,2847,420,8515,-794,1
11130,5390,3594,1620,10604,526,1
8226,5583,1141,838,7562,664,1
7335,3539,1608,1193,6340,995,1
14038,9821,3767,2728,16316,-2278,1
10349,5367,3010,934,9311,1038,1
10527,6743,3483,2433,12659,-2132,1
12075,7347,2621,404,10372,1703,1
4409,2083,731,297,3111,1298,0
6767,4547,1629,1828,8004,-1237,1
9572,6307,2814,2761,11882,-2310,1
5496,2921,1037,460,4418,1078,1
5270,2155,1580,268,4003,1267,0
8837,5031,2265,2509,9805,-968,1
7333,4203,2834,282,7319,14,1
7971,4373,3072,833,8278,-307,1
5781,3961,1408,701,6070,-289,1
9321,5572,2871,1509,9952,-631,1
7277,3257,1144,889,5290,1987,0
4172,1775,1214,260,3249,923,0
10383,6971,3052,69,10092,291,1
8208,4655,1755,146,6556,1652,0
4192,1722,602,869,3193,999,0
4223,2400,744,1242,4386,-163,1
11926,5935,2463,1448,9846,2080,1
14913,7900,5098,4343,17341,-2428,1
11084,5043,1654,2547,9244,1840,1
7608,3830,2334,1574,7738,-130,1
11287,6327,1932,2901,11160,127,1
12695,7531,1910,313,9754,2941,0
9936,6097,3874,719,10690,-754,1
11836,7224,2231,1055,10510,1326,1
5759,2885,1662,1411,5958,-199,1
13692,8590,3207,2306,14103,-411,1
12117,8265,2430,1655,12350,-233,1
8808,4946,3478,1821,10245,-1437,1
6650,3433,1667,1391,6491,159,1
11073,6836,3230,2876,12942,-1869,1
11547,7397,1208,533,9138,2409,0
5195,3011,1343,1006,5360,-165,1
8133,4550,1963,1063,7576,557,1
9489,5771,3526,1989,11286,-1797,1
7503,3330,1923,578,5831,1672,0
8984,3885,1402,660,5947,3037,0
5013,2104,1375,913,4392,621,1
6463,3948,1857,1475,7280,-817,1
5782,2633,917,153,3703,2079,0
4515,1920,1037,431,3388,1127,0
11053,4563,3452,3233,11248,-195,1
13932,7218,5099,128,12445,1487,1
9868,4807,2293,1492,8592,1276,1
7570,3383,1824,572,5779,1791,0
4480,2301,1698,384,4383,97,1
12860,8686,4865,2769,16320,-3460,1
5945,2644,661,1379,4684,1261,0
8977,4361,1220,1545,7126,1851,0
11392,5890,4163,433,10486,906,1
13460,9006,2431,735,12172,1288,1
4840,2920,1579,1152,5651,-811,1
10054,4191,3414,810,8415,1639,1
7312,4032,2321,850,7203,109,1
8356,5066,3330,1898,10294,-1938,1
5811,3554,818,221,4593,1218,0
10432,7245,1906,923,10074,358,1
7271,3092,876,713,4681,2590,0
14861,6402,2531,2377,11310,3551,0
13566,9175,4909,3894,17978,-4412,1
5319,3692,997,846,5535,-216,1
13876,7387,2994,1304,11685,2191,1
4171,2110,940,849,3899,272,1
8474,5424,3211,2192,10827,-2353,1
12965,5743,3519,3280,12542,423,1
10879,4395,1486,591,6472,4407,0
10800,5733,1504,486,7723,3077,0
11831,8007,4506,174,12687,-856,1
8957,5561,2736,2437,10734,-1777,1
4941,2245,1903,377,4525,416,1
9406,4939,3299,2336,10574,-1168,1
13601,6749,5041,1638,13428,173,1
12756,8320,1746,1555,11621,1135,1
9222,3965,2837,1031,7833,1389,1
10591,6591,2096,2175,10862,-271,1
6365,2554,873,1561,4988,1377,0
11247,5263,4127,311,9701,1546,1
12860,7753,3498,163,11414,1446,1
7071,4002,1030,1520,6552,519,1
7339,3208,866,1807,5881,1458,1
4962,2141,521,1064,3726,1236,0
10511,6429,1291,1138,8858,1653,1
12849,8978,5010,2218,16206,-3357,1
10477,5379,2129,1585,9093,1384,1
7652,3294,972,286,4552,3100,0
4572,2226,499,630,3355,1217,0
10580,4347,1770,2656,8773,1807,1
7294,3602,1235,25,4862,2432,0
13235,8251,3360,580,12191,1044,1
10738,4639,1114,2560,8313,2425,0
12656,6375,3059,664,10098,2558,0
5553,3567,559,327,4453,1100,1
7977,4839,1242,2277,8358,-381,1
13554,8211,4517,1329,14057,-503,1
6989,3571,1703,730,6004,985,1
4890,3190,1703,849,5742,-852,1
4659,1960,1144,725,3829,830,1
9855,4179,1400,1759,7338,2517,0
8737,4815,3048,2533,10396,-1659,1
10120,6862,3586,2219,12667,-2547,1
7151,4466,1658,212,6336,815,1
8820,3907,1553,200,5660,3160,0
12617,5267,2662,1875,9804,2813,0
8922,5202,2983,1214,9399,-477,1
13300,8423,4687,1987,15097,-1797,1
13011,7127,2570,3429,13126,-115,1
6213,2508,1993,1485,5986,227,1
12814,5250,2204,3057,10511,2303,1
11902,7478,4079,3264,14821,-2919,1
7946,4238,2764,218,7220,726,1
8412,5800,1518,1642,8960,-548,1
10171,6034,3324,2348,11706,-1535,1
5091,3277,1619,245,5141,-50,1
6646,2714,2295,1871,6880,-234,1
8558,3852,2534,642,7028,1530,1
8567,5759,2668,1758,10185,-1618,1
10813,7232,2908,577,10717,96,1
13407,8169,1760,3155,13084,323,1
7301,3264,843,403,4510,2791,0
6089,4252,1579,12,5843,246,1
7244,3156,1664,1818,6638,606,1
8563,3993,1659,1698,7350,1213,1
10530,4667,2581,907,8155,2375,0
7144,3427,2398,64,5889,1255,1
6514,3294,1055,1194,5543,971,1
12761,6432,1411,3774,11617,1144,1
5466,3324,830,1599,5753,-287,1
10448,5826,1691,406,7923,2525,0
13410,5954,1633,2581,10168,3242,0
9374,5137,3710,2034,10881,-1507,1
7009,3325,819,324,4468,2541,0
8816,4435,3338,849,8622,194,1
4465,2191,1109,982,4282,183,1
4330,1873,474,706,3053,1277,0
13457,6445,5246,1491,13182,275,1
6716,3783,986,1132,5901,815,1
8639,3853,3100,1098,8051,588,1
10397,4478,2430,431,7339,3058,0
11542,4970,1751,21,6742,4800,0
12513,5868,2784,709,9361,3152,0
5172,2573,530,537,3640,1532,0
8538,4819,1970,1459,8248,290,1
12727,5342,4175,3497,13014,-287,1
12373,6545,4138,2098,12781,-408,1
12573,6959,3643,2377,12979,-406,1
11967,7891,4263,1149,13303,-1336,1
8824,4727,1058,423,6208,2616,0
7769,4738,1831,476,7045,724,1
6364,2591,2213,655,5459,905,1
13483,8312,2438,1811,12561,922,1
7270,3495,1141,1282,5918,1352,1
7162,4993,2774,725,8492,-1330,1
13058,9124,3864,1960,14948,-1890,1
11022,4440,1109,2408,7957,3065,0
10809,4733,1664,774,7171,3638,0
13032,7783,4083,569,12435,597,1
7107,3912,1685,201,5798,1309,1
7677,3617,1244,2201,7062,615,1
6301,3114,2400,1755,7269,-968,1
9266,5262,1091,903,7256,2010,0
9705,6011,1440,2656,10107,-402,1
6970,3877,853,1783,6513,457,1
7056,3683,1970,1593,7246,-190,1
8504,4295,3265,2348,9908,-1404,1
12795,6606,5020,3222,14848,-2053,1
13609,5533,2030,774,8337,5272,0
10492,7338,2419,14,9771,721,1
11023,7044,1833,62,8939,2084,1
9939,6344,3312,950,10606,-667,1
12588,7064,2008,3202,12274,314,1
14212,6295,2527,1180,10002,4210,0
9318,4523,1067,1097,6687,2631,0
4415,1989,1529,824,4342,73,1
9802,6630,3189,2489,12308,-2506,1
10632,4703,1242,2674,8619,2013,1
13190,8336,3051,2067,13454,-264,1
6206,2913,844,1759,5516,690,1
11315,5340,2065,3313,10718,597,1
12697,7895,4076,1007,12978,-281,1
10226,6944,3390,41,10375,-149,1
12889,8878,2230,1466,12574,315,1
9730,4028,1911,2615,8554,1176,1
4736,2848,680,664,4192,544,1
5217,3461,1299,55,4815,402,1
13584,7558,3097,2627,13282,302,1
12886,6827,1949,2658,11434,1452,1
11788,7076,2671,1060,10807,981,1
9329,5678,2036,928,8642,687,1
5503,3022,1212,1109,5343,160,1
10780,5311,1319,2058,8688,2092,1
8337,5590,876,1192,7658,679,1
4040,2442,749,651,3842,198,1
4599,3214,904,941,5059,-460,1
10462,4499,3413,2442,10354,108,1
14726,7632,5028,705,13365,1361,1
13975,6841,3437,2022,12300,1675,1
9557,3986,1191,1674,6851,2706,0
7028,3588,2157,1205,6950,78,1
10372,6531,2490,3099,12120,-1748,1
8332,5597,865,882,7344,988,1
8364,3847,2569,604,7020,1344,1
7505,4707,2594,943,8244,-739,1
9028,5268,3402,838,9508,-480,1
8189,5647,1103,38,6788,1401,1
11369,7239,4038,1728,13005,-1636,1
13336,5886,5135,2023,13044,292,1
7530,5228,1578,1969,8775,-1245,1
4851,3028,1841,445,5314,-463,1
5849,3012,600,1637,5249,600,1
12626,7328,1540,2895,11763,863,1
13303,9278,2729,1012,13019,284,1
9278,4462,2273,736,7471,1807,1
11882,6179,2887,1306,10372,1510,1
12082,8157,1491,3618,13266,-1184,1
12819,6257,2061,1913,10231,2588,0
14103,8092,1668,2279,12039,2064,1
11665,7882,3285,2063,13230,-1565,1
12012,5182,4618,3382,13182,-1170,1
6431,3457,1333,1094,5884,547,1
11023,4901,2355,429,7685,3338,0
8641,4859,2539,2241,9639,-998,1
14083,7888,3766,4184,15838,-1755,1
4000,2204,1146,47,3397,603,1
7244,3177,1029,123,4329,2915,0
5885,3986,1455,35,5476,409,1
8475,3568,1053,1285,5906,2569,0
10745,4321,1119,2362,7802,2943,0
4491,2849,1484,753,5086,-595,1
6830,4168,2693,708,7569,-739,1
10753,6557,4089,2587,13233,-2480,1
11403,6719,3812,1606,12137,-734,1
11404,7839,2252,1361,11452,-48,1
4302,2258,1016,1205,4479,-177,1
4628,2754,1645,377,4776,-148,1
11613,5093,4574,534,10201,1412,1
12122,4911,3268,850,9029,3093,0
11432,6877,2663,928,10468,964,1
10280,6309,2689,1702,10700,-420,1
6818,4608,2588,247,7443,-625,1
12494,7667,2847,3114,13628,-1134,1
7151,4772,1360,934,7066,85,1
11876,5359,4285,3553,13197,-1321,1
5795,3656,828,1641,6125,-330,1
7777,4273,2841,2251,9365,-1588,1
7561,4242,1508,1369,7119,442,1
10008,6262,3127,686,10075,-67,1
12276,8086,3095,54,11235,1041,1
10646,4500,3059,246,7805,2841,0
7280,3360,1411,763,5534,1746,0
12352,7295,2482,3134,12911,-559,1
14529,6506,1504,869,8879,5650,0
9779,4021,1230,2831,8082,1697,1
10453,5256,3852,26,9134,1319,1
10343,4161,3020,1962,9143,1200,1
4023,2056,705,320,3081,942,0
13234,9186,3534,1620,14340,-1106,1
14306,5729,4464,3963,14156,150,1
10908,5457,2671,1196,9324,1584,1
4476,3053,810,755,4618,-142,1
9813,4160,1162,2143,7465,2348,0
4093,1685,886,623,3194,899,0
7981,4940,2676,1250,8866,-885,1
10526,5639,4095,198,9932,594,1
5732,2568,1141,443,4152,1580,0
10249,6820,1865,806,9491,758,1
6055,3702,2262,127,6091,-36,1
5059,3002,1025,901,4928,131,1
5689,2977,1831,988,5796,-107,1
4865,3027,1134,911,5072,-207,1
10267,4294,2469,2368,9131,1136,1
13477,5912,3575,1616,11103,2374,1
10337,4178,2735,2490,9403,934,1
13105,6822,4971,3728,15521,-2416,1
10957,6903,1530,117,8550,2407,0
9297,5430,1525,1022,7977,1320,1
12687,7924,4810,509,13243,-556,1
7751,3406,2869,1953,8228,-477,1
10922,5609,3479,422,9510,1412,1
11586,7259,2334,1612,11205,381,1
6945,4793,1269,612,6674,271,1
7587,3035,2850,625,6510,1077,1
10352,6486,3955,2218,12659,-2307,1
5855,3955,1089,921,5965,-110,1
11909,5048,3836,1719,10603,1306,1
9126,5721,3007,498,9226,-100,1
11916,6789,3945,600,11334,582,1
13413,9345,2341,1936,13622,-209,1
7457,3502,855,1894,6251,1206,1
10731,6136,3714,227,10077,654,1
7184,4678,2425,643,7746,-562,1
11841,5824,2323,936,9083,2758,0
14028,7910,1800,1402,11112,2916,0
11197,6962,2630,1663,11255,-58,1
6303,3756,2255,1495,7506,-1203,1
14215,8840,3295,3538,15673,-1458,1
6844,4131,860,1881,6872,-28,1
7627,3933,1654,998,6585,1042,1
14103,7204,4885,2208,14297,-194,1
10931,6234,1782,3124,11140,-209,1
9784,5083,3698,394,9175,609,1
4197,1721,581,321,2623,1574,0
4059,1832,845,218,2895,1164,0
12629,6111,3563,2701,12375,254,1
13321,7097,3164,1552,11813,1508,1
14361,6350,2390,3466,12206,2155,1
6604,2721,851,1927,5499,1105,1
13938,7655,1652,521,9828,4110,0
4475,2880,1680,58,4618,-143,1
9194,5808,2818,2643,11269,-2075,1
13796,6050,5196,2926,14172,-376,1
4088,1707,799,302,2808,1280,0
14372,6595,4624,2248,13467,905,1
9563,5705,3557,11,9273,290,1
8366,4669,3241,697,8607,-241,1
6984,4313,787,995,6095,889,1
13248,8367,2326,2145,12838,410,1
9157,5011,1789,444,7244,1913,0
6854,3893,2336,1094,7323,-469,1
7981,4971,1937,93,7001,980,1
13983,9672,3761,862,14295,-312,1
12375,8386,3051,3438,14875,-2500,1
11705,7699,1645,1649,10993,712,1
4765,2955,1078,161,4194,571,1
14921,6807,4135,3022,13964,957,1
6141,2744,1226,1183,5153,988,1
4504,1965,741,198,2904,1600,0
13666,6120,5247,3626,14993,-1327,1
12444,6105,3248,3402,12755,-311,1
10007,6433,2651,633,9717,290,1
13722,6668,2180,1804,10652,3070,0
5560,2319,2010,58,4387,1173,0
5438,2432,1552,1117,5101,337,1
14416,6099,2108,1603,9810,4606,0
13231,8704,4748,2558,16010,-2779,1
5074,2731,1283,1104,5118,-44,1
11686,8151,1943,2720,12814,-1128,1
7837,5259,1535,1536,8330,-493,1
9228,4885,2117,461,7463,1765,1
12105,6487,2670,359,9516,2589,0
11426,5654,1867,1298,8819,2607,0
10375,4524,2780,1446,8750,1625,1
10767,5067,1308,910,7285,3482,0
10656,5989,2598,2268,10855,-199,1
12882,5912,5037,1646,12595,287,1
14793,6834,4722,4428,15984,-1191,1
6166,3121,2269,1693,7083,-917,1
14108,8157,3066,1737,12960,1148,1
4241,2155,1258,168,3581,660,1
5151,2496,865,1152,4513,638,1
7041,3230,1852,522,5604,1437,0
11470,6829,3867,2577,13273,-1803,1
14374,7659,1974,1461,11094,3280,0
8271,4378,2962,1431,8771,-500,1
13386,8280,4643,1778,14701,-1315,1
9602,3938,2287,2008,8233,1369,1
7061,4345,806,1709,6860,201,1
10653,5735,4179,209,10123,530,1
13736,6249,5476,3584,15309,-1573,1
12888,8691,1627,2487,12805,83,1
6410,3270,1399,132,4801,1609,0
12343,7731,3032,857,11620,723,1
13366,8139,2402,3104,13645,-279,1
5041,2557,1755,452,4764,277,1
8306,4914,2152,1544,8610,-304,1
12872,5659,3322,2185,11166,1706,1
10404,5680,2250,2334,10264,140,1
6939,3112,1926,777,5815,1124,1
5200,2388,1855,1245,5488,-288,1
6993,2814,2469,582,5865,1128,1
10367,4568,1077,740,6385,3982,0
5635,3817,1453,1095,6365,-730,1
11107,5957,2077,1493,9527,1580,1
6290,2916,2373,1307,6596,-306,1
7208,3632,802,1895,6329,879,1
6388,3255,2191,825,6271,117,1
5955,2723,1179,1233,5135,820,1
7147,3603,1784,464,5851,1296,1
5244,2620,2058,1118,5796,-552,1
6312,2608,2468,381,5457,855,1
12639,8283,3928,3432,15643,-3004,1
8879,5537,2193,2637,10367,-1488,1
11761,4717,4196,2975,11888,-127,1
4043,2723,1484,874,5081,-1038,1
10346,4311,1501,2905,8717,1629,1
4832,3323,877,914,5114,-282,1
12389,8247,4860,855,13962,-1573,1
5137,3255,1458,693,5406,-269,1
5517,3856,1339,1517,6712,-1195,1
6409,2754,1407,1205,5366,1043,1
13172,8658,4688,3169,16515,-3343,1
12278,5117,3082,1820,10019,2259,1
14657,9470,2613,761,12844,1813,1
8532,5052,3255,792,9099,-567,1
9647,5500,1804,393,7697,1950,0
4695,3204,1107,576,4887,-192,1
10541,4747,3336,248,8331,2210,0
7772,3665,1863,357,5885,1887,0
9827,4715,3598,1681,9994,-167,1
7401,4568,1439,1546,7553,-152,1
4267,2628,1309,861,4798,-531,1
12870,6178,3004,3283,12465,405,1
9312,4502,2087,60,6649,2663,0
9137,4762,2307,1385,8454,683,1
11502,4667,1637,1943,8247,3255,0
8483,4253,3320,1580,9153,-670,1
8553,5767,3353,1638,10758,-2205,1
5905,2420,1154,198,3772,2133,0
13790,6232,5251,833,12316,1474,1
14332,7883,2659,302,10844,3488,0
13379,6929,3246,689,10864,2515,1
12961,6011,4675,2894,13580,-619,1
6597,4610,1627,588,6825,-228,1
14826,5984,4294,3273,13551,1275,1
7768,5315,929,1530,7774,-6,1
9020,4170,1311,2627,8108,912,1
10271,5624,3949,1215,10788,-517,1
7157,4298,1804,1633,7735,-578,1
14696,8783,3554,427,12764,1932,1
11629,5076,4422,179,9677,1952,1
8211,4380,1925,99,6404,1807,0
12163,7582,4751,3176,15509,-3346,1
6050,3812,751,83,4646,1404,0
6649,4246,1725,1534,7505,-856,1
6332,4201,2378,748,7327,-995,1
12958,5316,1904,1507,8727,4231,0
7809,3249,2053,1076,6378,1431,1
11782,5532,4071,853,10456,1326,1
5424,3359,720,1042,5121,303,1
8764,5591,1883,1911,9385,-621,1
6413,3291,1986,1607,6884,-471,1
10905,7189,3537,1418,12144,-1239,1
5372,3117,1421,1472,6010,-638,1
14100,5979,5329,2877,14185,-85,1
4465,2787,972,317,4076,389,1
11017,5928,4057,2669,12654,-1637,1
6938,4134,1912,1987,8033,-1095,1
8903,5273,3553,281,9107,-204,1
10741,5587,1488,3065,10140,601,1
13248,5691,3736,1472,10899,2349,1
8350,3646,1114,2183,6943,1407,1
14195,6336,4235,2261,12832,1363,1
6565,3299,858,12,4169,2396,0
9965,4198,2652,2856,9706,259,1
11555,5951,4246,2915,13112,-1557,1
5494,3090,1750,637,5477,17,1
4473,2750,1067,692,4509,-36,1
4002,2092,1430,707,4229,-227,1
6690,2970,1544,1073,5587,1103,1
13521,8499,5252,999,14750,-1229,1
7986,3894,941,1551,6386,1600,0
7528,3219,1132,1676,6027,1501,1
12630,8216,2071,273,10560,2070,1
5163,3237,1170,40,4447,716,1
6507,4484,1915,943,7342,-835,1
7830,3531,1623,162,5316,2514,0
9883,6621,2199,2334,11154,-1271,1
7304,3758,2121,172,6051,1253,1
4357,2005,1672,535,4212,145,1
13398,7931,2632,3719,14282,-884,1
9179,3890,2767,1758,8415,764,1
12405,8227,3511,3202,14940,-2535,1
13280,5365,3376,582,9323,3957,0
6341,2813,1468,1527,5808,533,1
5011,3027,548,1286,4861,150,1
8546,5884,2543,1274,9701,-1155,1
8565,3758,3177,2416,9351,-786,1
10693,5214,2566,1177,8957,1736,1
8555,4943,3263,2034,10240,-1685,1
13646,6316,2810,3886,13012,634,1
8268,4677,2649,190,7516,752,1
12118,6098,4337,910,11345,773,1
7088,3451,1552,1083,6086,1002,1
9933,5989,1901,2092,9982,-49,1
6961,3795,948,1613,6356,605,1
9231,5976,2508,1008,9492,-261,1
14022,6765,1782,3351,11898,2124,1
10327,6510,2804,2835,12149,-1822,1
4638,2231,668,352,3251,1387,0
7471,3757,2205,1345,7307,164,1
10996,6778,3238,2062,12078,-1082,1
6253,4138,797,1013,5948,305,1
6409,2599,1957,836,5392,1017,1
14702,6514,3197,3680,13391,1311,1
6793,4084,1630,1202,6916,-123,1
11914,6210,2993,370,9573,2341,1
7985,4952,1853,516,7321,664,1
10082,6985,1997,2108,11090,-1008,1
14898,9996,2067,3884,15947,-1049,1
5901,4063,1884,1517,7464,-1563,1
13269,7113,3489,1232,11834,1435,1
7378,4222,888,711,5821,1557,0
6841,2865,2589,81,5535,1306,1
9443,5812,3700,805,10317,-874,1
11282,4863,4116,922,9901,1381,1
8124,4612,1179,2111,7902,222,1
8848,4979,2311,2157,9447,-599,1
11708,7954,2629,1931,12514,-806,1
5587,2551,1944,936,5431,156,1
8063,4053,2344,1273,7670,393,1
14016,9214,5175,3109,17498,-3482,1
6256,4371,1085,1048,6504,-248,1
5326,3462,638,1107,5207,119,1
12335,6925,2077,3311,12313,22,1
7518,5049,2030,1522,8601,-1083,1
11998,6852,4511,3118,14481,-2483,1
7680,3394,1935,1254,6583,1097,1
10036,4907,2936,1270,9113,923,1
13050,5612,1446,2224,9282,3768,0
8265,4865,1291,1972,8128,137,1
7171,2925,2253,238,5416,1755,0
12551,7172,3109,2476,12757,-206,1
13776,7400,4089,3627,15116,-1340,1
13792,5612,3283,1523,10418,3374,0
13526,9444,2468,201,12113,1413,1
6520,3556,2063,1660,7279,-759,1
5433,2838,1613,1067,5518,-85,1
9056,3846,2303,2440,8589,467,1
4280,2855,1224,20,4099,181,1
14216,5737,3044,3385,12166,2050,1
11754,4930,1323,1251,7504,4250,0
12099,5222,3724,1061,10007,2092,1
14360,6389,4081,2127,12597,1763,1
12317,8348,4783,138,13269,-952,1
10311,4235,1232,562,6029,4282,0
10416,5295,1105,1240,7640,2776,0
6367,2976,926,1668,5570,797,1
14825,6790,3730,1350,11870,2955,1
4617,2940,1723,1344,6007,-1390,1
6647,3820,1030,1177,6027,620,1
14138,5986,2557,3489,12032,2106,1
6249,4116,2231,236,6583,-334,1
4866,1977,1601,1456,5034,-168,1
6532,3342,1027,1883,6252,280,1
8727,5246,1070,1558,7874,853,1
4945,2679,962,7,3648,1297,0
8787,5985,2637,1437,10059,-1272,1
9014,5556,2038,2278,9872,-858,1
14362,9741,3257,875,13873,489,1
14015,8860,3293,3492,15645,-1630,1
14568,9230,3951,4013,17194,-2626,1
10915,7541,3202,2410,13153,-2238,1
9777,6315,3597,572,10484,-707,1
11408,7559,2846,294,10699,709,1
13251,8392,4021,3175,15588,-2337,1
7495,3446,1401,2240,7087,408,1
10980,4768,2462,2623,9853,1127,1
9493,5307,3621,1280,10208,-715,1
9091,4473,1147,1763,7383,1708,1
6279,3864,2361,1096,7321,-1042,1
11405,7095,1690,1158,9943,1462,1
5091,2772,1397,152,4321,770,1
7501,5140,2455,841,8436,-935,1
4571,2387,1140,905,4432,139,1
11390,7115,1952,418,9485,1905,1
11898,4982,4386,1598,10966,932,1
6325,2545,2269,432,5246,1079,1
4544,2602,970,1219,4791,-247,1
4967,2484,1799,299,4582,385,1
7249,4759,2223,233,7215,34,1
12034,5341,4736,1629,11706,328,1
11921,7405,2755,2261,12421,-500,1
10186,4382,3100,1524,9006,1180,1
14346,6663,3226,2724,12613,1733,1
9465,4359,947,1378,6684,2781,0
8231,5479,1984,176,7639,592,1
10399,5305,3367,850,9522,877,1
14883,6296,3461,2907,12664,2219,1
5429,3667,1757,229,5653,-224,1
13093,5600,2174,3064,10838,2255,1
12055,7176,3607,1616,12399,-344,1
12202,6232,1889,161,8282,3920,0
12844,8822,3040,2360,14222,-1378,1
8797,4836,1943,1866,8645,152,1
5810,2431,1207,1063,4701,1109,1
10635,6119,2440,2992,11551,-916,1
4898,3176,938,1087,5201,-303,1
5360,2151,1705,467,4323,1037,1
11555,5554,3407,3055,12016,-461,1
5158,2131,1659,862,4652,506,1
8087,5431,2683,928,9042,-955,1
10169,4427,3979,1127,9533,636,1
5453,2813,1631,1149,5593,-140,1
7914,3758,1768,1457,6983,931,1
7999,4194,2410,425,7029,970,1
9871,6603,2087,2596,11286,-1415,1
12022,6192,1817,415,8424,3598,0
9614,6545,3402,2070,12017,-2403,1
12418,6291,4285,74,10650,1768,1
13285,7060,2325,468,9853,3432,0
12617,6309,1345,2607,10261,2356,1
10347,5868,3211,2668,11747,-1400,1
9713,4843,1869,1223,7935,1778,1
6329,2616,2004,1235,5855,474,1
7282,3497,1169,1498,6164,1118,1
9443,4121,2097,1719,7937,1506,1
14787,6436,5360,3212,15008,-221,1
8842,4574,2201,525,7300,1542,1
5337,2766,1454,612,4832,505,1
11757,5390,3245,1708,10343,1414,1
10164,5434,1899,1647,8980,1184,1
6628,3181,938,781,4900,1728,0
12503,8128,3238,182,11548,955,1
14432,9449,4743,3479,17671,-3239,1
10423,4427,1382,823,6632,3791,0
5600,3381,1982,915,6278,-678,1
7482,4800,2854,2115,9769,-2287,1
6427,4404,1290,495,6189,238,1
4347,2446,1458,519,4423,-76,1
4994,3445,726,250,4421,573,1
11204,7667,3658,1729,13054,-1850,1
14479,7990,3253,240,11483,2996,0
11607,5800,1924,1300,9024,2583,0
12014,5836,2824,1052,9712,2302,1
7364,4015,2942,981,7938,-574,1
13117,6054,2084,718,8856,4261,0
11157,4496,3356,794,8646,2511,0
12614,6861,4132,3656,14649,-2035,1
11782,7821,1716,738,10275,1507,1
7230,4653,2236,1938,8827,-1597,1
9386,6141,1672,2716,10529,-1143,1
11497,7943,3032,682,11657,-160,1
4326,2877,541,267,3685,641,1
5887,3767,1072,1586,6425,-538,1
13338,6358,4201,2563,13122,216,1
5627,2343,801,1202,4346,1281,0
11177,6154,3601,2144,11899,-722,1
4311,1806,912,13,2731,1580,0
13473,8793,1436,3548,13777,-304,1
6103,3256,1153,1753,6162,-59,1
6475,3783,2543,173,6499,-24,1
6193,2749,2077,31,4857,1336,0
10338,4394,3263,2536,10193,145,1
4742,2545,1119,1014,4678,64,1
12140,6121,3032,2937,12090,50,1
9001,4215,1211,1049,6475,2526,0
11988,8253,1917,2418,12588,-600,1
10353,5793,3447,737,9977,376,1
11911,5734,3035,1095,9864,2047,1
12497,6151,2529,3315,11995,502,1
10611,4904,2502,2668,10074,537,1
7858,3725,1406,2206,7337,521,1
5864,3201,1085,1608,5894,-30,1
7195,3489,999,1374,5862,1333,1
11963,8066,3393,3559,15018,-3055,1
5286,2787,1972,664,5423,-137,1
7585,3809,1011,1434,6254,1331,1
4600,2010,1627,649,4286,314,1
7921,4933,1603,485,7021,900,1
11908,7792,4142,2172,14106,-2198,1
11052,5786,1272,162,7220,3832,0
9356,4515,2204,306,7025,2331,0
7088,4883,2411,799,8093,-1005,1
13224,8146,3861,1683,13690,-466,1
11002,6910,1563,2381,10854,148,1
7405,4294,1471,1812,7577,-172,1
13311,8374,3494,121,11989,1322,1
5182,3179,548,1320,5047,135,1
5146,2696,805,155,3656,1490,0
12613,8237,3934,2816,14987,-2374,1
5843,2692,1966,629,5287,556,1
12840,5800,3513,514,9827,3013,0
5867,2638,1623,399,4660,1207,0
11293,5920,4266,211,10397,896,1
12436,5920,3363,3094,12377,59,1
12507,8246,1970,1444,11660,847,1
